virusIsolate	virusStrain	virusYear	serumIsolate	serumStrain	serumYear	titer	source
B/Hiroshima/9/2010	B/Hiroshima/9/2010	2010	B/England/393/08_F31/08	B/England/393/2008	2008	160	MRC2011FebVic3
B/Hiroshima/9/2010	B/Hiroshima/9/2010	2010	B/Bris/60/08_F5/09	B/Brisbane/60/2008	2008	40	MRC2011FebVic3
B/Hiroshima/9/2010	B/Hiroshima/9/2010	2010	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	40	MRC2011FebVic3
B/Hiroshima/9/2010	B/Hiroshima/9/2010	2010	B/England/393/08_F31/08	B/England/393/2008	2008	40	MRC2011FebVic3
B/Hiroshima/9/2010	B/Hiroshima/9/2010	2010	B/Bris/60/08_F5/09	B/Brisbane/60/2008	2008	80	MRC2011FebVic3
B/Hiroshima/9/2010	B/Hiroshima/9/2010	2010	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	80	MRC2011FebVic3
B/Stockholm/7/2010	B/Stockholm/7/2010	2010	B/England/393/08_F31/08	B/England/393/2008	2008	160	MRC2011FebVic3
B/Stockholm/7/2010	B/Stockholm/7/2010	2010	B/Bris/60/08_F5/09	B/Brisbane/60/2008	2008	20	MRC2011FebVic3
B/Stockholm/7/2010	B/Stockholm/7/2010	2010	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	40	MRC2011FebVic3
B/Stockholm/9/2010	B/Stockholm/9/2010	2010	B/England/393/08_F31/08	B/England/393/2008	2008	160	MRC2011FebVic3
B/Stockholm/9/2010	B/Stockholm/9/2010	2010	B/Bris/60/08_F5/09	B/Brisbane/60/2008	2008	40	MRC2011FebVic3
B/Stockholm/9/2010	B/Stockholm/9/2010	2010	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	40	MRC2011FebVic3
B/Stockholm/10/2010	B/Stockholm/10/2010	2010	B/England/393/08_F31/08	B/England/393/2008	2008	40	MRC2011FebVic3
B/Stockholm/10/2010	B/Stockholm/10/2010	2010	B/Bris/60/08_F5/09	B/Brisbane/60/2008	2008	20	MRC2011FebVic3
B/Stockholm/10/2010	B/Stockholm/10/2010	2010	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	80	MRC2011FebVic3
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/Bris/60/08_F5/09	B/Brisbane/60/2008	2008	40	MRC2011FebVic4
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	320	MRC2011FebVic4
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/England/393/08_F31/08	B/England/393/2008	2008	<10	MRC2011SepVic
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/Bris/60/08_F25/10	B/Brisbane/60/2008	2008	40	MRC2011SepVic
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/England/393/08_F05/11	B/England/393/2008	2008	80	MRC2011SepVic2
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	160	MRC2011SepVic2
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/England/393/08_F05/11	B/England/393/2008	2008	80	MRC2011SepVic3
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/Bris/60/08_F25/10	B/Brisbane/60/2008	2008	160	MRC2011SepVic3
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/England/393/08_F05/11	B/England/393/2008	2008	80	MRC2011SepVic4
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	160	MRC2011SepVic4
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/England/393/08_F05/11	B/England/393/2008	2008	40	MRC2011SepVic5
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	80	MRC2011SepVic5
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	160	MRC2011SepVic5
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/Eng/393/08_F05/11	B/England/393/2008	2008	20	MRC2012FebVic
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	160	MRC2012FebVic
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	80	MRC2012FebVic
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/England/393/08_F05/11	B/England/393/2008	2008	10	MRC2012FebVic2
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	40	MRC2012FebVic2
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	80	MRC2012FebVic2
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/England/393/08_F05/11	B/England/393/2008	2008	80	MRC2012FebVic3
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	160	MRC2012FebVic3
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	160	MRC2012FebVic3
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/England/393/08_F05/11	B/England/393/2008	2008	10	MRC2012FebVic4
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	40	MRC2012FebVic4
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	80	MRC2012FebVic4
B/Agadir/156/2011	B/Agadir/156/2011	2011	B/England/393/08_F31/08	B/England/393/2008	2008	40	MRC2011FebVic3
B/Agadir/156/2011	B/Agadir/156/2011	2011	B/Bris/60/08_F5/09	B/Brisbane/60/2008	2008	40	MRC2011FebVic3
B/Agadir/156/2011	B/Agadir/156/2011	2011	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	80	MRC2011FebVic3
B/Voronezh/20/2011	B/Voronezh/20/2011	2011	B/England/393/08_F31/08	B/England/393/2008	2008	40	MRC2011SepVic
B/Voronezh/20/2011	B/Voronezh/20/2011	2011	B/Bris/60/08_F25/10	B/Brisbane/60/2008	2008	40	MRC2011SepVic
B/Malta/636714/2011	B/Malta/636714/2011	2011	B/England/393/08_F05/11	B/England/393/2008	2008	40	MRC2011SepVic2
B/Malta/636714/2011	B/Malta/636714/2011	2011	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	80	MRC2011SepVic2
B/Cambodia/30/2011	B/Cambodia/30/2011	2011	B/England/393/08_F05/11	B/England/393/2008	2008	20	MRC2011SepVic5
B/Cambodia/30/2011	B/Cambodia/30/2011	2011	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	80	MRC2011SepVic5
B/Cambodia/30/2011	B/Cambodia/30/2011	2011	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	<10	MRC2011SepVic5
B/Santiago/6025/2011	B/Santiago/6025/2011	2011	B/England/393/08_F05/11	B/England/393/2008	2008	320	MRC2011SepVic5
B/Santiago/6025/2011	B/Santiago/6025/2011	2011	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	1280	MRC2011SepVic5
B/Santiago/6025/2011	B/Santiago/6025/2011	2011	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	160	MRC2011SepVic5
B/Nevada/3/2011	B/Nevada/3/2011	2011	B/England/393/08_F05/11	B/England/393/2008	2008	320	MRC2011SepVic5
B/Nevada/3/2011	B/Nevada/3/2011	2011	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	640	MRC2011SepVic5
B/Nevada/3/2011	B/Nevada/3/2011	2011	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	80	MRC2011SepVic5
B/Shanghai/1392/2011	B/Shanghai/1392/2011	2011	B/England/393/08_F05/11	B/England/393/2008	2008	160	MRC2011SepVic5
B/Shanghai/1392/2011	B/Shanghai/1392/2011	2011	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	320	MRC2011SepVic5
B/Shanghai/1392/2011	B/Shanghai/1392/2011	2011	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	40	MRC2011SepVic5
B/Malta/636714/2011	B/Malta/636714/2011	2011	B/England/393/08_F05/11	B/England/393/2008	2008	160	MRC2012FebVic2
B/Malta/636714/2011	B/Malta/636714/2011	2011	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	640	MRC2012FebVic2
B/Malta/636714/2011	B/Malta/636714/2011	2011	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	80	MRC2012FebVic2
B/AixEnProvence/1795/2011	B/AixEnProvence/1795/2011	2011	B/England/393/08_F05/11	B/England/393/2008	2008	40	MRC2012FebVic2
B/AixEnProvence/1795/2011	B/AixEnProvence/1795/2011	2011	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	80	MRC2012FebVic2
B/AixEnProvence/1795/2011	B/AixEnProvence/1795/2011	2011	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	160	MRC2012FebVic2
B/Norway/2368/2011	B/Norway/2368/2011	2011	B/England/393/08_F05/11	B/England/393/2008	2008	10	MRC2012FebVic2
B/Norway/2368/2011	B/Norway/2368/2011	2011	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	80	MRC2012FebVic2
B/Norway/2368/2011	B/Norway/2368/2011	2011	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	80	MRC2012FebVic2
B/HongKong/1129/2011	B/HongKong/1129/2011	2011	B/England/393/08_F05/11	B/England/393/2008	2008	<10	MRC2012FebVic2
B/HongKong/1129/2011	B/HongKong/1129/2011	2011	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	10	MRC2012FebVic2
B/HongKong/1129/2011	B/HongKong/1129/2011	2011	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	20	MRC2012FebVic2
B/Norway/2429/2011	B/Norway/2429/2011	2011	B/England/393/08_F05/11	B/England/393/2008	2008	10	MRC2012FebVic2
B/Norway/2429/2011	B/Norway/2429/2011	2011	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	40	MRC2012FebVic2
B/Norway/2429/2011	B/Norway/2429/2011	2011	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	80	MRC2012FebVic2
B/HongKong/1153/2011	B/HongKong/1153/2011	2011	B/England/393/08_F05/11	B/England/393/2008	2008	<10	MRC2012FebVic2
B/HongKong/1153/2011	B/HongKong/1153/2011	2011	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	10	MRC2012FebVic2
B/HongKong/1153/2011	B/HongKong/1153/2011	2011	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	20	MRC2012FebVic2
B/Malta/636714/2011	B/Malta/636714/2011	2011	B/England/393/08_F05/11	B/England/393/2008	2008	320	MRC2012FebVic4
B/Malta/636714/2011	B/Malta/636714/2011	2011	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	640	MRC2012FebVic4
B/Malta/636714/2011	B/Malta/636714/2011	2011	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	80	MRC2012FebVic4
B/Denmark/22/2011	B/Denmark/22/2011	2011	B/England/393/08_F05/11	B/England/393/2008	2008	160	MRC2012FebVic4
B/Denmark/22/2011	B/Denmark/22/2011	2011	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	320	MRC2012FebVic4
B/Denmark/22/2011	B/Denmark/22/2011	2011	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	80	MRC2012FebVic4
B/Denmark/16/2011	B/Denmark/16/2011	2011	B/England/393/08_F05/11	B/England/393/2008	2008	20	MRC2012FebVic4
B/Denmark/16/2011	B/Denmark/16/2011	2011	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	80	MRC2012FebVic4
B/Denmark/16/2011	B/Denmark/16/2011	2011	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	160	MRC2012FebVic4
B/Denmark/21/2011	B/Denmark/21/2011	2011	B/England/393/08_F05/11	B/England/393/2008	2008	320	MRC2012FebVic4
B/Denmark/21/2011	B/Denmark/21/2011	2011	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	640	MRC2012FebVic4
B/Denmark/21/2011	B/Denmark/21/2011	2011	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	160	MRC2012FebVic4
B/Denmark/24/2011	B/Denmark/24/2011	2011	B/England/393/08_F05/11	B/England/393/2008	2008	160	MRC2012FebVic4
B/Denmark/24/2011	B/Denmark/24/2011	2011	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	320	MRC2012FebVic4
B/Denmark/24/2011	B/Denmark/24/2011	2011	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	80	MRC2012FebVic4
B/Denmark/23/2011	B/Denmark/23/2011	2011	B/England/393/08_F05/11	B/England/393/2008	2008	320	MRC2012FebVic4
B/Denmark/23/2011	B/Denmark/23/2011	2011	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	640	MRC2012FebVic4
B/Denmark/23/2011	B/Denmark/23/2011	2011	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	80	MRC2012FebVic4
B/DominicanRepublic/5486/2011	B/DominicanRepublic/5486/2011	2011	B/England/393/08_F05/11	B/England/393/2008	2008	40	MRC2012FebVic4
B/DominicanRepublic/5486/2011	B/DominicanRepublic/5486/2011	2011	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	160	MRC2012FebVic4
B/DominicanRepublic/5486/2011	B/DominicanRepublic/5486/2011	2011	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	40	MRC2012FebVic4
B/Tokyo/91107/2011	B/Tokyo/91107/2011	2011	B/England/393/08_F05/11	B/England/393/2008	2008	<10	MRC2012FebVic4
B/Tokyo/91107/2011	B/Tokyo/91107/2011	2011	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	20	MRC2012FebVic4
B/Tokyo/91107/2011	B/Tokyo/91107/2011	2011	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	40	MRC2012FebVic4
B/Switzerland/5632623/2011	B/Switzerland/5632623/2011	2011	B/England/393/08_F05/11	B/England/393/2008	2008	10	MRC2012FebVic4
B/Switzerland/5632623/2011	B/Switzerland/5632623/2011	2011	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	80	MRC2012FebVic4
B/Switzerland/5632623/2011	B/Switzerland/5632623/2011	2011	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	80	MRC2012FebVic4
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Mad/7002/09_F2/10	B/Madagascar/7002/2009	2009	<10	MRC2010SepVic2
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	<10	MRC2010SepVic2
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Mad/7002/09_F2/10	B/Madagascar/7002/2009	2009	<10	MRC2010SepVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	<10	MRC2010SepVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Mad/7002/09_F2/10	B/Madagascar/7002/2009	2009	10	MRC2010SepVic2
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	<10	MRC2010SepVic2
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	<10	MRC2011FebVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	<10	MRC2011FebVic2
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	<10	MRC2011FebVic3
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	<10	MRC2011FebVic4
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Paris/1762/08_F11/09	B/Paris/1762/2009	2009	<10	MRC2011SepVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	<10	MRC2011SepVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Paris/1762/09_F7/11	B/Paris/1762/2009	2009	10	MRC2011SepVic2
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	<10	MRC2011SepVic2
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Paris/1762/09_F07/11	B/Paris/1762/2009	2009	10	MRC2011SepVic3
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	<10	MRC2011SepVic3
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Paris/1762/09_F07/11	B/Paris/1762/2009	2009	10	MRC2011SepVic4
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	<10	MRC2011SepVic4
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	<10	MRC2011SepVic5
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	<10	MRC2012FebVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	<10	MRC2012FebVic2
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	<10	MRC2012FebVic3
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	<10	MRC2012FebVic4
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	Br/60/2009	B/Brisbane/60/2009	2009	160	Barr2010
B/Victoria/304/2006	B/Victoria/304/2006	2006	B/Mad/7002/09_F2/10	B/Madagascar/7002/2009	2009	<10	MRC2010SepVic
B/Victoria/304/2006	B/Victoria/304/2006	2006	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	<10	MRC2010SepVic
B/Victoria/304/2006	B/Victoria/304/2006	2006	B/Mad/7002/09_F2/10	B/Madagascar/7002/2009	2009	<10	MRC2010SepVic2
B/Victoria/304/2006	B/Victoria/304/2006	2006	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	<10	MRC2010SepVic2
B/Victoria/304/2006	B/Victoria/304/2006	2006	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	<10	MRC2011FebVic
B/Victoria/304/2006	B/Victoria/304/2006	2006	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	<10	MRC2011FebVic2
B/Victoria/304/2006	B/Victoria/304/2006	2006	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	<10	MRC2011FebVic3
B/Victoria/304/2006	B/Victoria/304/2006	2006	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	<10	MRC2011FebVic4
B/England/393/2008	B/England/393/2008	2008	B/Mad/7002/09_F2/10	B/Madagascar/7002/2009	2009	80	MRC2010SepVic
B/England/393/2008	B/England/393/2008	2008	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	40	MRC2010SepVic
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/Mad/7002/09_F2/10	B/Madagascar/7002/2009	2009	80	MRC2010SepVic
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	80	MRC2010SepVic
B/England/393/2008	B/England/393/2008	2008	B/Mad/7002/09_F2/10	B/Madagascar/7002/2009	2009	80	MRC2010SepVic2
B/England/393/2008	B/England/393/2008	2008	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	80	MRC2010SepVic2
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/Mad/7002/09_F2/10	B/Madagascar/7002/2009	2009	80	MRC2010SepVic2
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	320	MRC2010SepVic2
B/England/393/2008	B/England/393/2008	2008	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	20	MRC2011FebVic
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	20	MRC2011FebVic
B/England/393/2008	B/England/393/2008	2008	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	160	MRC2011FebVic2
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	80	MRC2011FebVic2
B/England/393/2008	B/England/393/2008	2008	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	80	MRC2011FebVic3
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	80	MRC2011FebVic3
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	160	MRC2011FebVic4
B/England/393/2008	B/England/393/2008	2008	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	160	MRC2011FebVic4
B/England/393/2008	B/England/393/2008	2008	B/Paris/1762/08_F11/09	B/Paris/1762/2009	2009	40	MRC2011SepVic
B/England/393/2008	B/England/393/2008	2008	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	40	MRC2011SepVic
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/Paris/1762/08_F11/09	B/Paris/1762/2009	2009	40	MRC2011SepVic
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	20	MRC2011SepVic
B/England/393/2008	B/England/393/2008	2008	B/Paris/1762/09_F7/11	B/Paris/1762/2009	2009	80	MRC2011SepVic2
B/England/393/2008	B/England/393/2008	2008	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	80	MRC2011SepVic2
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/Paris/1762/09_F7/11	B/Paris/1762/2009	2009	80	MRC2011SepVic2
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	40	MRC2011SepVic2
B/England/393/2008	B/England/393/2008	2008	B/Paris/1762/09_F07/11	B/Paris/1762/2009	2009	40	MRC2011SepVic3
B/England/393/2008	B/England/393/2008	2008	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	40	MRC2011SepVic3
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/Paris/1762/09_F07/11	B/Paris/1762/2009	2009	40	MRC2011SepVic3
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	40	MRC2011SepVic3
B/England/393/2008	B/England/393/2008	2008	B/Paris/1762/09_F07/11	B/Paris/1762/2009	2009	80	MRC2011SepVic4
B/England/393/2008	B/England/393/2008	2008	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	40	MRC2011SepVic4
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/Paris/1762/09_F07/11	B/Paris/1762/2009	2009	80	MRC2011SepVic4
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	40	MRC2011SepVic4
B/England/393/2008	B/England/393/2008	2008	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	40	MRC2011SepVic5
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	80	MRC2011SepVic5
B/England/393/2008	B/England/393/2008	2008	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	40	MRC2012FebVic
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	20	MRC2012FebVic
B/England/393/2008	B/England/393/2008	2008	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	20	MRC2012FebVic2
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	20	MRC2012FebVic2
B/England/393/2008	B/England/393/2008	2008	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	80	MRC2012FebVic3
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	40	MRC2012FebVic3
B/England/393/2008	B/England/393/2008	2008	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	40	MRC2012FebVic4
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	40	MRC2012FebVic4
B/Brisbane/33/2008	B/Brisbane/33/2008	2008	Br/60/2009	B/Brisbane/60/2009	2009	320	Barr2010
B/Brazil/2937/2008	B/Brazil/2937/2008	2008	Br/60/2009	B/Brisbane/60/2009	2009	160	Barr2010
B/HongKong/90/2008	B/HongKong/90/2008	2008	Br/60/2009	B/Brisbane/60/2009	2009	160	Barr2010
B/Fujian/1272/2008	B/Fujian/1272/2008	2008	Br/60/2009	B/Brisbane/60/2009	2009	80	Barr2010
B/Texas/26/2008	B/Texas/26/2008	2008	Br/60/2009	B/Brisbane/60/2009	2009	160	Barr2010
B/Texas/34/2008	B/Texas/34/2008	2008	Br/60/2009	B/Brisbane/60/2009	2009	160	Barr2010
B/Uruguay/12/2008	B/Uruguay/12/2008	2008	Br/60/2009	B/Brisbane/60/2009	2009	80	Barr2010
B/Wisconsin/27/2008	B/Wisconsin/27/2008	2008	Br/60/2009	B/Brisbane/60/2009	2009	160	Barr2010
B/Florida/16/2008	B/Florida/16/2008	2008	Br/60/2009	B/Brisbane/60/2009	2009	160	Barr2010
B/Hubei/51/2008	B/Hubei/51/2008	2008	Br/60/2009	B/Brisbane/60/2009	2009	10	Barr2010
B/Yunnan/1491/2008	B/Yunnan/1491/2008	2008	Br/60/2009	B/Brisbane/60/2009	2009	160	Barr2010
B/Madagascar/7002/2009	B/Madagascar/7002/2009	2009	B/Mad/7002/09_F2/10	B/Madagascar/7002/2009	2009	640	MRC2010SepVic
B/Madagascar/7002/2009	B/Madagascar/7002/2009	2009	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	640	MRC2010SepVic
B/HongKong/514/2009	B/HongKong/514/2009	2009	B/Mad/7002/09_F2/10	B/Madagascar/7002/2009	2009	640	MRC2010SepVic
B/HongKong/514/2009	B/HongKong/514/2009	2009	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	640	MRC2010SepVic
B/Madagascar/7002/2009	B/Madagascar/7002/2009	2009	B/Mad/7002/09_F2/10	B/Madagascar/7002/2009	2009	160	MRC2010SepVic2
B/Madagascar/7002/2009	B/Madagascar/7002/2009	2009	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	160	MRC2010SepVic2
B/HongKong/514/2009	B/HongKong/514/2009	2009	B/Mad/7002/09_F2/10	B/Madagascar/7002/2009	2009	320	MRC2010SepVic2
B/HongKong/514/2009	B/HongKong/514/2009	2009	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	320	MRC2010SepVic2
B/HongKong/514/2009	B/HongKong/514/2009	2009	B/HK/514/09_F13/10	B/HongKong/514/2009	2009	160	MRC2011FebVic
B/HongKong/514/2009	B/HongKong/514/2009	2009	B/HK/514/09_F3/10	B/HongKong/514/2009	2009	640	MRC2011FebVic2
