virusIsolate	virusStrain	virusYear	serumIsolate	serumStrain	serumYear	titer	source
A_Human_CHIBA_19_2006	A/Chiba/19/2006	2006	WELLINGTON/1-NO-2/2004-NIID	A/Wellington/1/2004	2004	640	Russell2008
A_Human_CHIBA_19_2006	A/Chiba/19/2006	2006	WISCONSIN/67/2005-NIID	A/Wisconsin/67/2005	2005	1280	Russell2008
A_Human_CHIBA_19_2006	A/Chiba/19/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	160	Russell2008
A_Human_CHIBA_30_2006	A/Chiba/30/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	1280	Russell2008
A_Human_CHIBA_30_2006	A/Chiba/30/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	320	Russell2008
A_Human_CHIBA_30_2006	A/Chiba/30/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	1280	Russell2008
A_Human_CHIBA_30_2006	A/Chiba/30/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	640	Russell2008
A_Human_CHIBA_30_2006	A/Chiba/30/2006	2006	WELLINGTON/1-NO-2/2004-NIID	A/Wellington/1/2004	2004	640	Russell2008
A_Human_CHIBA_30_2006	A/Chiba/30/2006	2006	WISCONSIN/67-NO-2/2005-NIID	A/Wisconsin/67/2005	2005	2560	Russell2008
A_Human_CHIBA_30_2006	A/Chiba/30/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	160	Russell2008
A_Human_CHIBA_78_2006	A/Chiba/78/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	640	Russell2008
A_Human_CHIBA_78_2006	A/Chiba/78/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	320	Russell2008
A_Human_CHIBA_78_2006	A/Chiba/78/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	640	Russell2008
A_Human_CHIBA_78_2006	A/Chiba/78/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	640	Russell2008
A_Human_CHIBA_78_2006	A/Chiba/78/2006	2006	WELLINGTON/1-NO-2/2004-NIID	A/Wellington/1/2004	2004	320	Russell2008
A_Human_CHIBA_78_2006	A/Chiba/78/2006	2006	WISCONSIN/67-NO-2/2005-NIID	A/Wisconsin/67/2005	2005	640	Russell2008
A_Human_CHIBA_78_2006	A/Chiba/78/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	160	Russell2008
A_Human_CHIBA_85_2006	A/Chiba/85/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	1280	Russell2008
A_Human_CHIBA_85_2006	A/Chiba/85/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	640	Russell2008
A_Human_CHIBA_85_2006	A/Chiba/85/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	640	Russell2008
A_Human_CHIBA_85_2006	A/Chiba/85/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	640	Russell2008
A_Human_CHIBA_85_2006	A/Chiba/85/2006	2006	WELLINGTON/1-NO-2/2004-NIID	A/Wellington/1/2004	2004	640	Russell2008
A_Human_CHIBA_85_2006	A/Chiba/85/2006	2006	WISCONSIN/67-NO-2/2005-NIID	A/Wisconsin/67/2005	2005	2560	Russell2008
A_Human_CHIBA_85_2006	A/Chiba/85/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	320	Russell2008
A_Human_CHIBA_134_2006	A/Chiba/134/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	1280	Russell2008
A_Human_CHIBA_134_2006	A/Chiba/134/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	640	Russell2008
A_Human_CHIBA_134_2006	A/Chiba/134/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	1280	Russell2008
A_Human_CHIBA_134_2006	A/Chiba/134/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	640	Russell2008
A_Human_CHIBA_134_2006	A/Chiba/134/2006	2006	WELLINGTON/1-NO-2/2004-NIID	A/Wellington/1/2004	2004	640	Russell2008
A_Human_CHIBA_134_2006	A/Chiba/134/2006	2006	WISCONSIN/67-NO-2/2005-NIID	A/Wisconsin/67/2005	2005	2560	Russell2008
A_Human_CHIBA_134_2006	A/Chiba/134/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	320	Russell2008
A_Human_CHIBA_146_2006	A/Chiba/146/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	1280	Russell2008
A_Human_CHIBA_146_2006	A/Chiba/146/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	640	Russell2008
A_Human_CHIBA_146_2006	A/Chiba/146/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	1280	Russell2008
A_Human_CHIBA_146_2006	A/Chiba/146/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	640	Russell2008
A_Human_CHIBA_146_2006	A/Chiba/146/2006	2006	WELLINGTON/1-NO-2/2004-NIID	A/Wellington/1/2004	2004	640	Russell2008
A_Human_CHIBA_146_2006	A/Chiba/146/2006	2006	WISCONSIN/67-NO-2/2005-NIID	A/Wisconsin/67/2005	2005	2560	Russell2008
A_Human_CHIBA_146_2006	A/Chiba/146/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	160	Russell2008
A_Human_CHIBA_149_2006	A/Chiba/149/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	640	Russell2008
A_Human_CHIBA_149_2006	A/Chiba/149/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	320	Russell2008
A_Human_CHIBA_149_2006	A/Chiba/149/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	320	Russell2008
A_Human_CHIBA_149_2006	A/Chiba/149/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	320	Russell2008
A_Human_CHIBA_149_2006	A/Chiba/149/2006	2006	WELLINGTON/1-NO-2/2004-NIID	A/Wellington/1/2004	2004	320	Russell2008
A_Human_CHIBA_149_2006	A/Chiba/149/2006	2006	WISCONSIN/67-NO-2/2005-NIID	A/Wisconsin/67/2005	2005	1280	Russell2008
A_Human_CHIBA_149_2006	A/Chiba/149/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	160	Russell2008
A_Human_GUNMA_18_2006	A/Gunma/18/2006	2006	ANHUI/1239/2005-NIID	A/Anhui/1239/2005	2005	640	Russell2008
A_Human_GUNMA_18_2006	A/Gunma/18/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	640	Russell2008
A_Human_GUNMA_18_2006	A/Gunma/18/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	320	Russell2008
A_Human_GUNMA_18_2006	A/Gunma/18/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	640	Russell2008
A_Human_GUNMA_18_2006	A/Gunma/18/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	320	Russell2008
A_Human_GUNMA_18_2006	A/Gunma/18/2006	2006	OKINAWA/22-NO-2/2005-NIID	A/Okinawa/22/2005	2005	640	Russell2008
A_Human_GUNMA_18_2006	A/Gunma/18/2006	2006	WISCONSIN/67/2005-NIID	A/Wisconsin/67/2005	2005	1280	Russell2008
A_Human_GUNMA_18_2006	A/Gunma/18/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	160	Russell2008
A_Human_GUNMA_25_2006	A/Gunma/25/2006	2006	ANHUI/1239/2005-NIID	A/Anhui/1239/2005	2005	640	Russell2008
A_Human_GUNMA_25_2006	A/Gunma/25/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	1280	Russell2008
A_Human_GUNMA_25_2006	A/Gunma/25/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	320	Russell2008
A_Human_GUNMA_25_2006	A/Gunma/25/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	1280	Russell2008
A_Human_GUNMA_25_2006	A/Gunma/25/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	640	Russell2008
A_Human_GUNMA_25_2006	A/Gunma/25/2006	2006	WISCONSIN/67-NIID-COL-N/2005-NIID	A/Wisconsin/67/2005	2005	1280	Russell2008
A_Human_GUNMA_25_2006	A/Gunma/25/2006	2006	WISCONSIN/67-NIID-COL-O/2005-NIID	A/Wisconsin/67/2005	2005	2560	Russell2008
A_Human_GUNMA_25_2006	A/Gunma/25/2006	2006	WISCONSIN/67/2005-NIID	A/Wisconsin/67/2005	2005	2560	Russell2008
A_Human_GUNMA_25_2006	A/Gunma/25/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	320	Russell2008
A_Human_GUNMA_57_2006	A/Gunma/57/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	640	Russell2008
A_Human_GUNMA_57_2006	A/Gunma/57/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	320	Russell2008
A_Human_GUNMA_57_2006	A/Gunma/57/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	640	Russell2008
A_Human_GUNMA_57_2006	A/Gunma/57/2006	2006	NEW-YORK/55-LOT-5/2004-NIID	A/NewYork/55/2004	2004	640	Russell2008
A_Human_GUNMA_57_2006	A/Gunma/57/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	320	Russell2008
A_Human_GUNMA_57_2006	A/Gunma/57/2006	2006	NEW-YORK/55-NO-2/2004-NIID	A/NewYork/55/2004	2004	640	Russell2008
A_Human_GUNMA_57_2006	A/Gunma/57/2006	2006	WELLINGTON/1-NO-2/2004-NIID	A/Wellington/1/2004	2004	320	Russell2008
A_Human_GUNMA_57_2006	A/Gunma/57/2006	2006	WISCONSIN/67-NO-2/2005-NIID	A/Wisconsin/67/2005	2005	640	Russell2008
A_Human_GUNMA_57_2006	A/Gunma/57/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	160	Russell2008
A_Human_GUNMA_58_2006	A/Gunma/58/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	2560	Russell2008
A_Human_GUNMA_58_2006	A/Gunma/58/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	640	Russell2008
A_Human_GUNMA_58_2006	A/Gunma/58/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	1280	Russell2008
A_Human_GUNMA_58_2006	A/Gunma/58/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	1280	Russell2008
A_Human_GUNMA_58_2006	A/Gunma/58/2006	2006	WELLINGTON/1-NO-2/2004-NIID	A/Wellington/1/2004	2004	640	Russell2008
A_Human_GUNMA_58_2006	A/Gunma/58/2006	2006	WISCONSIN/67-NO-2/2005-NIID	A/Wisconsin/67/2005	2005	5120	Russell2008
A_Human_GUNMA_58_2006	A/Gunma/58/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	320	Russell2008
A_Human_GUNMA_63_2006	A/Gunma/63/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	2560	Russell2008
A_Human_GUNMA_63_2006	A/Gunma/63/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	2560	Russell2008
A_Human_GUNMA_63_2006	A/Gunma/63/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	640	Russell2008
A_Human_GUNMA_63_2006	A/Gunma/63/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	2560	Russell2008
A_Human_GUNMA_63_2006	A/Gunma/63/2006	2006	WELLINGTON/1-NO-2/2004-NIID	A/Wellington/1/2004	2004	2560	Russell2008
A_Human_GUNMA_63_2006	A/Gunma/63/2006	2006	WISCONSIN/67-NO-2/2005-NIID	A/Wisconsin/67/2005	2005	2560	Russell2008
A_Human_GUNMA_63_2006	A/Gunma/63/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	640	Russell2008
A_Human_GUNMA_72_2006	A/Gunma/72/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	2560	Russell2008
A_Human_GUNMA_72_2006	A/Gunma/72/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	640	Russell2008
A_Human_GUNMA_72_2006	A/Gunma/72/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	640	Russell2008
A_Human_GUNMA_72_2006	A/Gunma/72/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	640	Russell2008
A_Human_GUNMA_72_2006	A/Gunma/72/2006	2006	WELLINGTON/1-NO-2/2004-NIID	A/Wellington/1/2004	2004	1280	Russell2008
A_Human_GUNMA_72_2006	A/Gunma/72/2006	2006	WISCONSIN/67-NO-2/2005-NIID	A/Wisconsin/67/2005	2005	2560	Russell2008
A_Human_GUNMA_72_2006	A/Gunma/72/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	160	Russell2008
A_Human_HAMAMATU_31_2006	A/Hamamatu/31/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	2560	Russell2008
A_Human_HAMAMATU_31_2006	A/Hamamatu/31/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	640	Russell2008
A_Human_HAMAMATU_31_2006	A/Hamamatu/31/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	1280	Russell2008
A_Human_HAMAMATU_31_2006	A/Hamamatu/31/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	640	Russell2008
A_Human_HAMAMATU_31_2006	A/Hamamatu/31/2006	2006	WELLINGTON/1-NO-2/2004-NIID	A/Wellington/1/2004	2004	1280	Russell2008
A_Human_HAMAMATU_31_2006	A/Hamamatu/31/2006	2006	WISCONSIN/67-NO-2/2005-NIID	A/Wisconsin/67/2005	2005	2560	Russell2008
A_Human_HAMAMATU_31_2006	A/Hamamatu/31/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	320	Russell2008
A_Human_HAMAMATU_32_2006	A/Hamamatu/32/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	2560	Russell2008
A_Human_HAMAMATU_32_2006	A/Hamamatu/32/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	1280	Russell2008
A_Human_HAMAMATU_32_2006	A/Hamamatu/32/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	640	Russell2008
A_Human_HAMAMATU_32_2006	A/Hamamatu/32/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	2560	Russell2008
A_Human_HAMAMATU_32_2006	A/Hamamatu/32/2006	2006	WELLINGTON/1-NO-2/2004-NIID	A/Wellington/1/2004	2004	2560	Russell2008
A_Human_HAMAMATU_32_2006	A/Hamamatu/32/2006	2006	WISCONSIN/67-NO-2/2005-NIID	A/Wisconsin/67/2005	2005	1280	Russell2008
A_Human_HAMAMATU_32_2006	A/Hamamatu/32/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	640	Russell2008
A_Human_HAMAMATU_42_2006	A/Hamamatu/42/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	2560	Russell2008
A_Human_HAMAMATU_42_2006	A/Hamamatu/42/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	1280	Russell2008
A_Human_HAMAMATU_42_2006	A/Hamamatu/42/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	2560	Russell2008
A_Human_HAMAMATU_42_2006	A/Hamamatu/42/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	1280	Russell2008
A_Human_HAMAMATU_42_2006	A/Hamamatu/42/2006	2006	WELLINGTON/1-NO-2/2004-NIID	A/Wellington/1/2004	2004	1280	Russell2008
A_Human_HAMAMATU_42_2006	A/Hamamatu/42/2006	2006	WISCONSIN/67-NO-2/2005-NIID	A/Wisconsin/67/2005	2005	5120	Russell2008
A_Human_HAMAMATU_42_2006	A/Hamamatu/42/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	320	Russell2008
A_Human_KANAGAWA_12_2006	A/Kanagawa/12/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	640	Russell2008
A_Human_KANAGAWA_12_2006	A/Kanagawa/12/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	160	Russell2008
A_Human_KANAGAWA_12_2006	A/Kanagawa/12/2006	2006	HIROSHIMA/52-IVR-142-NO-1/2005-NIID	A/Hiroshima/52/2005	2005	80	Russell2008
A_Human_KANAGAWA_12_2006	A/Kanagawa/12/2006	2006	HIROSHIMA/52-IVR-142-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	40	Russell2008
A_Human_KANAGAWA_12_2006	A/Kanagawa/12/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	640	Russell2008
A_Human_KANAGAWA_12_2006	A/Kanagawa/12/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	320	Russell2008
A_Human_KANAGAWA_12_2006	A/Kanagawa/12/2006	2006	WELLINGTON/1-NO-2/2004-NIID	A/Wellington/1/2004	2004	320	Russell2008
A_Human_KANAGAWA_12_2006	A/Kanagawa/12/2006	2006	WISCONSIN/67/2005-NIID	A/Wisconsin/67/2005	2005	640	Russell2008
A_Human_KANAGAWA_12_2006	A/Kanagawa/12/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	80	Russell2008
A_Human_KANAGAWA_37_2006	A/Kanagawa/37/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	640	Russell2008
A_Human_KANAGAWA_37_2006	A/Kanagawa/37/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	320	Russell2008
A_Human_KANAGAWA_37_2006	A/Kanagawa/37/2006	2006	HIROSHIMA/52-IVR-142-NO-1/2005-NIID	A/Hiroshima/52/2005	2005	160	Russell2008
A_Human_KANAGAWA_37_2006	A/Kanagawa/37/2006	2006	HIROSHIMA/52-IVR-142-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	160	Russell2008
A_Human_KANAGAWA_37_2006	A/Kanagawa/37/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	640	Russell2008
A_Human_KANAGAWA_37_2006	A/Kanagawa/37/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	640	Russell2008
A_Human_KANAGAWA_37_2006	A/Kanagawa/37/2006	2006	WELLINGTON/1-NO-2/2004-NIID	A/Wellington/1/2004	2004	320	Russell2008
A_Human_KANAGAWA_37_2006	A/Kanagawa/37/2006	2006	WISCONSIN/67/2005-NIID	A/Wisconsin/67/2005	2005	1280	Russell2008
A_Human_KANAGAWA_37_2006	A/Kanagawa/37/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	320	Russell2008
A_Human_KANAGAWA_50_2006	A/Kanagawa/50/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	640	Russell2008
A_Human_KANAGAWA_50_2006	A/Kanagawa/50/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	320	Russell2008
A_Human_KANAGAWA_50_2006	A/Kanagawa/50/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	640	Russell2008
A_Human_KANAGAWA_50_2006	A/Kanagawa/50/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	640	Russell2008
A_Human_KANAGAWA_50_2006	A/Kanagawa/50/2006	2006	WELLINGTON/1-NO-2/2004-NIID	A/Wellington/1/2004	2004	160	Russell2008
A_Human_KANAGAWA_50_2006	A/Kanagawa/50/2006	2006	WISCONSIN/67/2005-NIID	A/Wisconsin/67/2005	2005	640	Russell2008
A_Human_KANAGAWA_50_2006	A/Kanagawa/50/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	160	Russell2008
A_Human_KAWASAKI_7_2006	A/Kawasaki/7/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	1280	Russell2008
A_Human_KAWASAKI_7_2006	A/Kawasaki/7/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	640	Russell2008
A_Human_KAWASAKI_7_2006	A/Kawasaki/7/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	1280	Russell2008
A_Human_KAWASAKI_7_2006	A/Kawasaki/7/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	1280	Russell2008
A_Human_KAWASAKI_7_2006	A/Kawasaki/7/2006	2006	WELLINGTON/1-NO-2/2004-NIID	A/Wellington/1/2004	2004	640	Russell2008
A_Human_KAWASAKI_7_2006	A/Kawasaki/7/2006	2006	WISCONSIN/67-NO-2/2005-NIID	A/Wisconsin/67/2005	2005	1280	Russell2008
A_Human_KAWASAKI_7_2006	A/Kawasaki/7/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	160	Russell2008
A_Human_KAWASAKI_649_2006	A/Kawasaki/649/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	2560	Russell2008
A_Human_KAWASAKI_649_2006	A/Kawasaki/649/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	640	Russell2008
A_Human_KAWASAKI_649_2006	A/Kawasaki/649/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	2560	Russell2008
A_Human_KAWASAKI_649_2006	A/Kawasaki/649/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	1280	Russell2008
A_Human_KAWASAKI_649_2006	A/Kawasaki/649/2006	2006	WELLINGTON/1-NO-2/2004-NIID	A/Wellington/1/2004	2004	1280	Russell2008
A_Human_KAWASAKI_649_2006	A/Kawasaki/649/2006	2006	WISCONSIN/67-NO-2/2005-NIID	A/Wisconsin/67/2005	2005	5120	Russell2008
A_Human_KAWASAKI_649_2006	A/Kawasaki/649/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	320	Russell2008
A_Human_NAGANO_1005_2006	A/Nagano/1005/2006	2006	ANHUI/1239/2005-NIID	A/Anhui/1239/2005	2005	640	Russell2008
A_Human_NAGANO_1005_2006	A/Nagano/1005/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	1280	Russell2008
A_Human_NAGANO_1005_2006	A/Nagano/1005/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	640	Russell2008
A_Human_NAGANO_1005_2006	A/Nagano/1005/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	1280	Russell2008
A_Human_NAGANO_1005_2006	A/Nagano/1005/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	1280	Russell2008
A_Human_NAGANO_1005_2006	A/Nagano/1005/2006	2006	WISCONSIN/67-NIID-COL-N/2005-NIID	A/Wisconsin/67/2005	2005	2560	Russell2008
A_Human_NAGANO_1005_2006	A/Nagano/1005/2006	2006	WISCONSIN/67-NIID-COL-O/2005-NIID	A/Wisconsin/67/2005	2005	2560	Russell2008
A_Human_NAGANO_1005_2006	A/Nagano/1005/2006	2006	WISCONSIN/67/2005-NIID	A/Wisconsin/67/2005	2005	5120	Russell2008
A_Human_NAGANO_1005_2006	A/Nagano/1005/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	320	Russell2008
A_Human_NAGANO_1058_2006	A/Nagano/1058/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	640	Russell2008
A_Human_NAGANO_1058_2006	A/Nagano/1058/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	160	Russell2008
A_Human_NAGANO_1058_2006	A/Nagano/1058/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	640	Russell2008
A_Human_NAGANO_1058_2006	A/Nagano/1058/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	320	Russell2008
A_Human_NAGANO_1058_2006	A/Nagano/1058/2006	2006	WELLINGTON/1-NO-2/2004-NIID	A/Wellington/1/2004	2004	160	Russell2008
A_Human_NAGANO_1058_2006	A/Nagano/1058/2006	2006	WISCONSIN/67-NO-2/2005-NIID	A/Wisconsin/67/2005	2005	640	Russell2008
A_Human_NAGANO_1058_2006	A/Nagano/1058/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	160	Russell2008
A_Human_NAGANO_1138_2006	A/Nagano/1138/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	5120	Russell2008
A_Human_NAGANO_1138_2006	A/Nagano/1138/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	640	Russell2008
A_Human_NAGANO_1138_2006	A/Nagano/1138/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	2560	Russell2008
A_Human_NAGANO_1138_2006	A/Nagano/1138/2006	2006	NEW-YORK/55-NO-1/2004-NIID	A/NewYork/55/2004	2004	1280	Russell2008
A_Human_NAGANO_1138_2006	A/Nagano/1138/2006	2006	WELLINGTON/1-NO-2/2004-NIID	A/Wellington/1/2004	2004	1280	Russell2008
A_Human_NAGANO_1138_2006	A/Nagano/1138/2006	2006	WISCONSIN/67-NO-2/2005-NIID	A/Wisconsin/67/2005	2005	5120	Russell2008
A_Human_NAGANO_1138_2006	A/Nagano/1138/2006	2006	WYOMING/3-NO-5/2003-NIID	A/Wyoming/3/2003	2003	320	Russell2008
A_Human_NAGANO_1150_2006	A/Nagano/1150/2006	2006	CALIFORNIA/7-NO-1/2004-NIID	A/California/7/2004	2004	5120	Russell2008
A_Human_NAGANO_1150_2006	A/Nagano/1150/2006	2006	GUNMA/16-NO-2/2005-NIID	A/Gunma/16/2005	2005	1280	Russell2008
A_Human_NAGANO_1150_2006	A/Nagano/1150/2006	2006	HIROSHIMA/52-NO-2/2005-NIID	A/Hiroshima/52/2005	2005	2560	Russell2008
